"","Institution","Titre du poste","Domaine","Date limite"
"2532","PNUD Haiti","Associé (e) National(e) des Affaires Humanitaires /OCHA - 2 positions","Sciences économiques et politiques","28 F�v 20"
"2533","PNUD Haiti","Chargé (e) des Affaires Humanitaires/OCHA - Republication","Sciences économiques et politiques","28 F�v 20"
"2534","CRS","Gestionnaire du Programmes I","Sciences de l�<U+0080><U+0099>Education","28 F�v 20"
"2535","NCBA CLUSA","Spécialiste en gestion de campagnes marketing","Marketing","28 F�v 20"
"2536","NCBA CLUSA","Mobilisateurs/Mobilisatrices Communautaires","Agriculture �<U+0080><U+0093> Agroalimentaire","28 F�v 20"
"2537","DAI/WASH","Software Development Specialist","Sciences Informatiques","28 F�v 20"
"2538","CDS","Data Reporting Officer (DRO)","Santé et Professions médicales","26 F�v 20"
"2539","CRS","Head of Operations, Haiti","Management/Gestion, Finance, Comptabilité et Commerce","24 F�v 20"
"2540","ODRINO","Assistant(e) Administratif et Logistique","Management/Gestion, Finance, Comptabilité et Commerce","22 F�v 20"
"2541","Secteur prive","Serveurs / serveuses / chef de salle","Tourisme, Hôtellerie et Restauration","22 F�v 20"
"2542","DAI/WASH","Water Sanitation Infrastructure Engineer","Sciences de l�<U+0080><U+0099>Ingénieur","22 F�v 20"
"2543","PADF/HAITI","Education Specialist","Sciences de l�<U+0080><U+0099>Education","21 F�v 20"
"2544","UCMIT/UCP","Opérateurs de saisie","Sciences Informatiques","21 F�v 20"
"2545","UCMIT/UCP","Statisticien","Sciences économiques et politiques","21 F�v 20"
"2546","FONKOZE","Enfimyè teren","Santé et Professions médicales","21 F�v 20"
"2547","Concern Worldwide Haiti","Officier achats","Transport et Logistique","20 F�v 20"
"2548","Heifer Haiti","Spécialiste en Développement Communautaire","Sciences Humaines et Sociales","20 F�v 20"
"2549","Heifer Haiti","Administrateur(trice) de Projet","Management/Gestion, Finance, Comptabilité et Commerce","20 F�v 20"
"2550","PNUD Haiti","Expert �<U+0080><U+0093> Réduction de la Violence Communautaire (CVR) et Désarmement","Sciences Humaines et Sociales","19 F�v 20"
"2551","GRAMIR","Responsable  de l�<U+0080><U+0099>équipe du Plan Communal de Développement (PCD) PAGODE - GA","Sciences Humaines et Sociales","17 F�v 20"
"2552","Compassion International - Haiti","Program Support Specialist III - Health","Santé et Professions médicales","17 F�v 20"
"2553","Compassion International - Haiti","Spécialiste en Préparation de Partenariat et Mobilisation de l�<U+0080><U+0099>église","- - Non-defini - -","17 F�v 20"
"2554","CFET S.A.","Responsable de Communication/Marketing","Marketing","16 F�v 20"
"2555","Gildan Activewear","Coordonateur/rice Administratif","Secrétariat","15 F�v 20"
"2556","NGO RH","Coordonnateur Départemental","Santé et Professions médicales","14 F�v 20"
"2557","MSF B","Infirmière Anesthésiste","Santé et Professions médicales","14 F�v 20"
"2558","MSF B","Médecin Gynécologue- Obstétricien","Santé et Professions médicales","14 F�v 20"
"2559","MSF B","Médecin Pédiatre","Santé et Professions médicales","14 F�v 20"
"2560","Secteur ong","Coordonnateur/ trice Supply Chain","Santé et Professions médicales","14 F�v 20"
"2561","Secteur ong","Coordonnateur/ trice de Laboratoire","Santé et Professions médicales","14 F�v 20"
"2562","USAID","USAID Development Program Specialist (Gender Advisor)","Sciences Humaines et Sociales","12 F�v 20"
"2563","Plan International-Haiti","M&E Assistant","Sciences économiques et politiques","11 F�v 20"
"2564","Global Communities - (formerly CHF)","Finance Director","Management/Gestion, Finance, Comptabilité et Commerce","11 F�v 20"
"2565","SACOMA","It et Coordonnateur d'Installation","Sécurité","10 F�v 20"
"2566","CESVI","Country Administrator","Management/Gestion, Finance, Comptabilité et Commerce","10 F�v 20"
"2567","ONU Femmes","Assistante Executive","Management/Gestion, Finance, Comptabilité et Commerce","9 F�v 20"
"2568","Expertise France","Chef(fe) de projet urbanisme et aménagement","Architecture, Urbanisme et Aménagement du territoire","8 F�v 20"
"2569","Expertise France","Chef(fe) de projet Bâtiments, Infrastructures, Voiries et Réseaux divers","Architecture, Urbanisme et Aménagement du territoire","8 F�v 20"
"2570","Save the Children en Haiti","Officier Finance","Management/Gestion, Finance, Comptabilité et Commerce","7 F�v 20"
"2571","CHARESS","Clinical Mentor","Santé et Professions médicales","7 F�v 20"
"2572","FHI360","Comptable","Management/Gestion, Finance, Comptabilité et Commerce","7 F�v 20"
"2573","FHI360","M&E Advisor","Sciences Informatiques","7 F�v 20"
"2574","FHI360","Conseiller Technique Senior aux Populations Prioritaires/EpiC","Santé et Professions médicales","7 F�v 20"
"2575","Concern Worldwide Haiti","MEAL Manager","Sciences Humaines et Sociales","7 F�v 20"
"2576","GOAL Haiti","Assistant Country Director System","Management/Gestion, Finance, Comptabilité et Commerce","7 F�v 20"
"2577","Concern Worldwide Haiti","Coordinateur Urbain","Management/Gestion, Finance, Comptabilité et Commerce","7 F�v 20"
"2578","Secteur ong","Monitoring and Evaluation officer","- - Non-defini - -","6 F�v 20"
"2579","CRS","MEAL Officer","Sciences économiques et politiques","6 F�v 20"
"2580","HAS","Chirurgien Général","Santé et Professions médicales","5 F�v 20"
"2581","CFET S.A.","Sub-Awards Manager","Management/Gestion, Finance, Comptabilité et Commerce","4 F�v 20"
"2582","CFET S.A.","Directeur Commercial","Marketing","4 F�v 20"
"2583","ACF","Responsable MEAL Régional E","- - Non-defini - -","4 F�v 20"
"2584","IFES","Coordonnateur/trice d�<U+0080><U+0099>activités","Communication et Journalisme","3 F�v 20"
"2585","CFET S.A.","Directeur Financier Adjoint","Management/Gestion, Finance, Comptabilité et Commerce","3 F�v 20"
"2586","PNUD Haiti","Expert en suivi et évaluation avec une spécialisation en genre","Sciences économiques et politiques","1 F�v 20"
"2587","PNUD Haiti","Ingénieur Civil","Sciences de l�<U+0080><U+0099>Ingénieur","1 F�v 20"
"2588","ASFC","Agent-e de terrain","Droit","1 F�v 20"
"2589","PNUD Haiti","Programme Analyst EVAW Spotlight","Sciences Humaines et Sociales","1 F�v 20"
"2590","UCMIT/UCP","Comptable de Projet","Management/Gestion, Finance, Comptabilité et Commerce","31 Jan 20"
"2591","OHMaSS (PSI-Haïti)","Auditeur interne Assistant","Management/Gestion, Finance, Comptabilité et Commerce","31 Jan 20"
"2592","CMMB","Strategic Information Advisor","Sciences Informatiques","31 Jan 20"
"2593","Save the Children en Haiti","Monitoring, Evaluation, Accountability and Learning (MEAL) Adviser","Sciences économiques et politiques","31 Jan 20"
"2594","Save the Children en Haiti","Capacity Building Officer","Sciences Humaines et Sociales","31 Jan 20"
"2595","Secteur ong","Officier de Finance Senior","Management/Gestion, Finance, Comptabilité et Commerce","30 Jan 20"
"2596","CRS","Conseiller Technique","Sciences Humaines et Sociales","29 Jan 20"
"2597","FAO","Office Assistant Voyages","Management/Gestion, Finance, Comptabilité et Commerce","29 Jan 20"
"2598","GOAL Haiti","Resilience Partnership and Learning Manager","- - Non-defini - -","29 Jan 20"
"2599","Plan International-Haiti","Grants Accountant","Management/Gestion, Finance, Comptabilité et Commerce","27 Jan 20"
"2600","Secteur ong","Comptable","Management/Gestion, Finance, Comptabilité et Commerce","27 Jan 20"
"2601","Plan International-Haiti","Assistant Admin et Finance","Management/Gestion, Finance, Comptabilité et Commerce","26 Jan 20"
"2602","ICAP-Haiti","Human Resources Generalist","Management/Gestion, Finance, Comptabilité et Commerce","25 Jan 20"
"2603","Plan International-Haiti","Project Coordinator","Sciences de l�<U+0080><U+0099>Education","24 Jan 20"
"2604","Plan International-Haiti","Superviseur Pédagogique","Sciences de l�<U+0080><U+0099>Education","24 Jan 20"
"2605","Plan International-Haiti","Moniteur/trice Alerte","Sciences de l�<U+0080><U+0099>Education","24 Jan 20"
"2606","Secteur prive","Secrétaire","Secrétariat","24 Jan 20"
"2607","Oxfam","Spécialiste en Justice de Genre","Sciences Humaines et Sociales","24 Jan 20"
"2608","Oxfam","Responsable SEAR/MEAL","Sciences Humaines et Sociales","24 Jan 20"
"2609","Oxfam","Agronome spécialisé en environnement et changements climatiques","Environnement et Sciences de la Terre","24 Jan 20"
"2610","Entrepreneurs du Monde/Palmis Mikwofinans Sosyal","Agent de Crédit","Management/Gestion, Finance, Comptabilité et Commerce","24 Jan 20"
"2611","Initiative Développement","Assistant (e) de Coordination  à la coordination-pays et au programme Pagode","Sciences Humaines et Sociales","23 Jan 20"
"2612","CFET S.A.","Responsable des Achats","Management/Gestion, Finance, Comptabilité et Commerce","22 Jan 20"
"2613","CFET S.A.","Assistant Contrôle Qualité","Biologie/Chimie","22 Jan 20"
"2614","Caritas Suisse","Logisticien/ne base Port-de-Paix","Transport et Logistique","22 Jan 20"
"2615","Good Neighbors International","Financial Ofiicer","Management/Gestion, Finance, Comptabilité et Commerce","22 Jan 20"
"2616","AMB","Responsable Chargé de la gestion du site de la Chancellerie & de la Résidence","Management/Gestion, Finance, Comptabilité et Commerce","20 Jan 20"
"2617","PNUD Haiti","Chef de projet Spotlight","Sciences Humaines et Sociales","20 Jan 20"
"2618","PNUD Haiti","Assistant (e) Administratif (ve) / Sportlight","Secrétariat","20 Jan 20"
"2619","OHMaSS (PSI-Haïti)","Secrétaire-Réceptionniste","Secrétariat","18 Jan 20"
"2620","Chemonics/JSPP","Assistant Comptable","Management/Gestion, Finance, Comptabilité et Commerce","17 Jan 20"
"2621","CMMB","ALESIDA Project Director","Santé et Professions médicales","17 Jan 20"
"2622","CESVI","Consultant expert en recherche et planification pour le développement multisectoriel - Projet ResPeC","Agriculture �<U+0080><U+0093> Agroalimentaire","17 Jan 20"
"2623","Initiative Développement","Accompagnateur/trice pour la Promotion de la Santé Communautaire","Sciences Humaines et Sociales","17 Jan 20"
"2624","Initiative Développement","Accompagnateur/trice des Dynamiques Communautaires (ADC)","Sciences Humaines et Sociales","17 Jan 20"
"2625","BEST Project_USAID/LUMOS","Assistant administratif","Secrétariat","17 Jan 20"
"2626","BEST Project_USAID/LUMOS","Conseiller technique du CNLTP","Sciences Humaines et Sociales","17 Jan 20"
"2627","Fondasyon Depase Fwontyè","Assistant Finans","Management/Gestion, Finance, Comptabilité et Commerce","17 Jan 20"
"2628","CESVI","Chef de Projet","Agriculture �<U+0080><U+0093> Agroalimentaire","16 Jan 20"
"2629","COOPI","Officier GRD","Architecture, Urbanisme et Aménagement du territoire","15 Jan 20"
"2630","Project Medishare for Haiti","Program Coordinator/Manager","Management/Gestion, Finance, Comptabilité et Commerce","15 Jan 20"
"2631","FHI/Humanité & Inclusion_ HI","Chargé/Chargée de Suivi, Evaluation, Redevabilité et Apprentissage (MEAL)","Sciences Humaines et Sociales","12 Jan 20"
"2632","Association Canadienne des sages-femmes","Coordonnatrice/teur de projet","Management/Gestion, Finance, Comptabilité et Commerce","12 Jan 20"
"2633","Secteur ong","Conseiller / Conseillère en Services Financiers en Haiti","Management/Gestion, Finance, Comptabilité et Commerce","9 Jan 20"
"2634","Secteur ong","Spécialiste EFH","Sciences Humaines et Sociales","9 Jan 20"
"2635","Secteur ong","Spécialiste en Commercialisation et Gestion d'Entreprises Agricoles","Management/Gestion, Finance, Comptabilité et Commerce","9 Jan 20"
"2636","Secteur ong","Spécialiste en Innovation et Technologie Post-Récolte","Sciences de l�<U+0080><U+0099>Ingénieur","9 Jan 20"
"2637","Secteur ong","Spécialiste en Gestion des Ressources Naturelles �<U+0080><U+0093> Vulgarisation de Paquets Techniques","Sciences de l�<U+0080><U+0099>Ingénieur","9 Jan 20"
"2638","FONKOZE","M& E Officer","Sciences économiques et politiques","7 Jan 20"
"2639","Food for the Hungry","Administrateur-Comptable","Management/Gestion, Finance, Comptabilité et Commerce","6 Jan 20"
"2640","CFI","Chef des Opérations","Management/Gestion, Finance, Comptabilité et Commerce","6 Jan 20"
"2641","CFI","Directeur des Operations de Facilitation des Investissements","Droit","6 Jan 20"
"2642","CFI","Directeur des �<U+0089>tudes et Informations �<U+0089>conomiques et Commerciales","Sciences économiques et politiques","6 Jan 20"
"2643","CFI","Directeur de Promotion des Investissements �<U+0089>trangers et Locaux","Management/Gestion, Finance, Comptabilité et Commerce","6 Jan 20"
"2644","CFI","Spécialiste Financier","Management/Gestion, Finance, Comptabilité et Commerce","6 Jan 20"
"2645","CFI","Responsable de suivi et d�<U+0080><U+0099>évaluation","Management/Gestion, Finance, Comptabilité et Commerce","6 Jan 20"
"2646","WeltHungerHilfe (Agro Action Allemande)","Administrateur de projet","Management/Gestion, Finance, Comptabilité et Commerce","5 Jan 20"
"2647","WeltHungerHilfe (Agro Action Allemande)","Expert  de Suivi & Evaluation","Sciences Humaines et Sociales","5 Jan 20"
"2648","WeltHungerHilfe (Agro Action Allemande)","Logisticien","Management/Gestion, Finance, Comptabilité et Commerce","5 Jan 20"
"2649","WeltHungerHilfe (Agro Action Allemande)","Animateur","Agriculture �<U+0080><U+0093> Agroalimentaire","5 Jan 20"
"2650","FONKOZE","IT Espesyalis","Sciences Informatiques","4 Jan 20"
"2651","FONKOZE","sector specialist","Agriculture �<U+0080><U+0093> Agroalimentaire","4 Jan 20"
"2652","FONKOZE","Sector specialist","Sciences Humaines et Sociales","4 Jan 20"
"2653","FONKOZE","Case Manager CLM","Management/Gestion, Finance, Comptabilité et Commerce","4 Jan 20"
"2654","FONKOZE","Admintratè/ Kontab","Management/Gestion, Finance, Comptabilité et Commerce","4 Jan 20"
"2655","AVSF","Responsable axe innovation PAGAI","Agriculture �<U+0080><U+0093> Agroalimentaire","3 Jan 20"
"2656","AVSF","Responsable Projet","Agriculture �<U+0080><U+0093> Agroalimentaire","3 Jan 20"
"2657","USAID","Computer Management Specialist","Sciences Informatiques","2 Jan 20"
"2658","PNUD Haiti","Chargé (e) des Affaires Humanitaires et Liaison avec les Institutions Etatiques (UNOCHA / NOB)","Sciences Humaines et Sociales","1 Jan 20"
"2659","Habitat pour l'humanite Haiti","Resource Development and Communications Manager","Communication et Journalisme","31 Dec 19"
"2660","Chemonics International / Projet de reboisement USAID","Assistante Administrative","Agriculture �<U+0080><U+0093> Agroalimentaire","31 Dec 19"
"2661","Chemonics International / Projet de reboisement USAID","Assistante Administrative Procurement-Ouanaminthe","Agriculture �<U+0080><U+0093> Agroalimentaire","31 Dec 19"
"2662","Chemonics International / Projet de reboisement USAID","Comptable-Office Manager-Ouanaminthe","Agriculture �<U+0080><U+0093> Agroalimentaire","31 Dec 19"
"2663","FONKOZE","Sector Specialist","Santé et Professions médicales","31 Dec 19"
